id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,value_score
33428580,Sunny Cozy Economic Garden Bedroom 4GR,17555570,Yan,Brooklyn,Crown Heights,Private room,49,1,23,7.04,48,3.773877551020408
33430847,Beautiful Cozy Shared Apt in Manhattan,251852817,Owen,Manhattan,East Harlem,Shared room,45,1,19,5.64,90,2.8035555555555556
33431246,Jungle room in hip Bushwick,215891351,Pablo,Brooklyn,Bushwick,Private room,60,2,13,3.94,48,1.0703333333333334
33431582,Comfortable clean overnight bed by Central Park,251852817,Owen,Manhattan,East Harlem,Shared room,49,1,22,6.53,83,3.380816326530612
33431687,Charming Garden Apt Close to Central Park,25282730,Zac,Manhattan,Harlem,Entire home/apt,160,1,15,5.23,9,0.5840625
33431709,Shared apartment by the Central Park,251852817,Owen,Manhattan,East Harlem,Shared room,45,1,17,5.1,72,2.304444444444444
33431909,Beautiful cozy shared apartment by Central Park,251852817,Owen,Manhattan,East Harlem,Shared room,55,1,13,3.86,89,1.1487272727272726
33431978,Overnight a brand new apartment in upper east side,251852817,Owen,Manhattan,East Harlem,Shared room,45,1,14,4.16,83,1.6053333333333335
33444260,1 BR Gem w/ Private Patio in East Village,12913455,Fikile,Manhattan,East Village,Entire home/apt,300,2,16,5.78,52,0.36160000000000003
33444493,★Single Room in Backpackers Accommodation★,56060787,International,Brooklyn,Williamsburg,Private room,55,1,14,4.47,295,1.3923636363636362
33446054,Cozy&Charming NYC style apt in the heart of SoHo,251966476,Alex,Manhattan,Nolita,Entire home/apt,240,1,19,6.13,121,0.5644583333333333
33446557,"Mi casa, tu casa!",203932958,Lina,Manhattan,Lower East Side,Entire home/apt,240,3,10,3.23,8,0.17625000000000002
33451472,Large private bedroom 15 min from Manhattan,149312408,Kateryna And Tim,Queens,Astoria,Private room,65,1,23,7.26,334,2.9227692307692306
33451863,Luxe Modern Private Townhome,99895085,Joseph,Brooklyn,Carroll Gardens,Private room,88,1,11,3.47,85,0.5587500000000001
33467176,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",148725429,Javier,Brooklyn,Bushwick,Entire home/apt,99,2,17,6.07,300,1.214040404040404
33469797,"NYC SWEET OASIS (POOL, PATIO,& OUTSIDE SPACE)",252171508,Lisa,Queens,Jamaica,Entire home/apt,190,1,16,10.0,132,0.9263157894736842
33471012,Designer Loft,252181650,Daniel & Neena,Manhattan,Chinatown,Entire home/apt,350,1,18,5.74,82,0.34662857142857145
33471805,Comfortable Room with Private Bath - 15 min to JFK,252191305,Marion,Queens,Cambria Heights,Private room,50,1,34,11.21,61,8.302800000000001
33473125,#5 STUDIO one block to train station,231138233,Filiz,Manhattan,East Harlem,Entire home/apt,165,1,17,5.93,83,0.714
33473838,"#6 Cozy Studio, one block from train station",231138233,Filiz,Manhattan,East Harlem,Entire home/apt,165,1,16,6.0,56,0.6787878787878788
33475698,Germania's Deluxe Palace,252019224,Gladys Germania,Queens,Jamaica Estates,Entire home/apt,250,1,13,4.15,359,0.26780000000000004
33477284,Spacious NEW studio in Brooklyn near NYC subway!,72855892,Melvis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,1,19,6.55,74,1.247391304347826
33492175,The beautiful room with your own bathroom,175370972,Young,Queens,Flushing,Private room,65,1,13,4.06,36,1.012
33493759,The Yorkville Club House,252386106,Derrick,Manhattan,Upper East Side,Private room,105,1,19,6.71,9,1.3951428571428572
33494804,Special!! Near NYC up to 4+ people,246194760,Noel,Queens,East Elmhurst,Private room,49,1,15,5.62,1,2.026530612244898
33496225,BEAUTIFUL CONDO IN HEART OF HELLS KITCHEN !!,107484794,Aaron,Manhattan,Hell's Kitchen,Private room,160,1,22,6.8,77,1.0725
33497642,"Walk distance to Central Park, 10min Time Square",61940591,Raquel,Manhattan,Upper East Side,Private room,120,1,14,4.88,147,0.6859999999999999
33497845,Brooklyn Brownstone — BedStuy Garden Apartment,6206040,Linda,Brooklyn,Bedford-Stuyvesant,Entire home/apt,155,2,10,4.92,270,0.38193548387096776
33497909,"Beautiful, Comfortable Studio",252432969,Jaime,Manhattan,Midtown,Entire home/apt,260,1,14,4.47,139,0.2945384615384615
33499489,Room In Manhattan Close to Everything,251430918,Medena,Manhattan,Hell's Kitchen,Private room,89,2,11,3.51,54,0.5574157303370787
33500292,Close to JFK,146275359,Modupe,Queens,Springfield Gardens,Private room,42,3,10,3.09,352,0.9738095238095238
33500813,Upper East Fun and Sunny 1B1B Very Close to Subway,252460693,Stephen,Manhattan,East Harlem,Entire home/apt,159,1,15,5.11,152,0.5764150943396227
33528078,Sunny Bedroom in Ridgewood/Bushwick,38194603,Adham,Queens,Ridgewood,Private room,50,1,13,4.53,5,1.4378
33530282,LUXURY 2bedrm w/ Outdoor Patio - TimeSq/42nd & 9th,51667335,Janio,Manhattan,Hell's Kitchen,Entire home/apt,395,2,11,3.63,247,0.1289367088607595
33533498,"MASTER ROOM
Close to the JFK and LGA airport",245710234,Marcelo Y Lucio,Queens,Elmhurst,Private room,57,1,20,6.32,156,2.568421052631579
33533601,Chic Blush Freesia,243489304,Jackie,Manhattan,Lower East Side,Private room,99,4,15,4.74,191,0.8696969696969697
33534624,Chic Blush Shine,243489304,Jackie,Manhattan,Chinatown,Private room,89,4,16,5.0,166,1.0786516853932584
33536886,★ Private Room in great location near Times Square,228151544,Rubens,Manhattan,Hell's Kitchen,Private room,135,1,12,5.9,278,0.6133333333333334
33546025,Cozy 2 bedroom Manhattan apartment,250269817,Toli,Manhattan,Upper East Side,Entire home/apt,219,2,20,6.52,133,0.6867579908675798
33546136,Cozy 3BR/2BA in LES - Close to Subway - Sleeps 9,224813944,Anne & Gary,Manhattan,Lower East Side,Entire home/apt,442,1,12,4.5,253,0.1493212669683258
33551770,Sun soaked private room with all the amenities!,84084279,Jarrod,Brooklyn,Crown Heights,Private room,60,1,26,7.88,330,3.8479999999999994
33552984,2 BRM Heart of Time Square,252824941,Alex,Manhattan,Hell's Kitchen,Entire home/apt,300,1,14,4.52,306,0.2576
33554251,"seconds from subway, 30 min drive to city,solo tra",47504485,Danny,Brooklyn,Bensonhurst,Private room,39,7,12,4.5,58,1.6923076923076923
33555650,A Nice Room,199833548,Syeda,Queens,Jamaica,Private room,50,1,13,4.53,358,1.4378
33556026,"CATALINA’S ROOM
 Close to JFK and LGA airport",245710234,Marcelo Y Lucio,Queens,Elmhurst,Private room,51,1,12,3.96,180,1.1670588235294117
33556100,Spacious private room for rent.,79134040,William,Manhattan,Washington Heights,Private room,100,2,11,4.29,55,0.5819
33558808,Designer's spacious 4bedrooms Manhattan apt,9488131,Javanshir,Manhattan,Washington Heights,Entire home/apt,300,3,12,3.91,313,0.19640000000000002
33560439,"Location Location Location! Basic, Clean & Cheap!",54023713,Khero,Manhattan,Kips Bay,Entire home/apt,100,4,25,8.24,4,2.31
33571420,"DEMETRIO’S ROOM
Close to JFK and LGA Airport",245710234,Marcelo Y Lucio,Queens,Elmhurst,Private room,51,1,20,6.38,365,2.8941176470588235
33582424,"clean  room  with private bath, 10 Mins to city",253047601,Wendy,Brooklyn,Bushwick,Private room,50,1,26,9.07,9,5.2364
33582776,Cozy Guest Quarters in East Village Penthouse!,4765305,Haffro,Manhattan,East Village,Private room,62,2,15,4.84,284,1.4129032258064516
33586112,Cozy Corner,208955733,Candace,Brooklyn,East Flatbush,Private room,75,1,10,3.19,365,0.5586666666666665
33588662,AMAZING 3 BEDROOM APARTMENT IN FLUSHING QUEENS,253083248,Samuel & Toluwani,Queens,Flushing,Entire home/apt,200,1,12,6.0,145,0.42
33589468,“Mi casa es tu casa” “My home is your home” NYC,109567034,Javier,Queens,Fresh Meadows,Entire home/apt,150,2,15,6.92,69,0.7919999999999999
33590374,QUIET 1BR apartment CLOSE to EVERYTHING,127562833,Eric,Manhattan,Hell's Kitchen,Entire home/apt,195,5,11,5.08,14,0.34297435897435896
33591701,"spacious, apt. near bars/parks/museums/restaurants",19407341,Jenna,Manhattan,Upper East Side,Entire home/apt,140,2,11,3.93,3,0.38735714285714284
33592861,Brand new private apartment 5 minutes from JFK!,46789694,Tapashi,Queens,Springfield Gardens,Entire home/apt,50,1,16,6.0,304,2.24
33607370,"MARCELO’S  ROOM 
Close to JFK airport and LGA",245710234,Marcelo Y Lucio,Queens,Elmhurst,Private room,38,1,28,8.94,365,7.324210526315789
33608666,Beautiful Chelsea Townhouse bedroom,236668588,Jen,Manhattan,Chelsea,Private room,110,1,10,3.49,108,0.40818181818181826
33611142,Your Next Vacation Should be Here...Walk to TimeSq,139724098,Mona,Manhattan,Hell's Kitchen,Entire home/apt,299,4,16,5.45,59,0.3451505016722408
33614390,Vacate NYC.,58027700,Janei,Brooklyn,Bedford-Stuyvesant,Private room,65,1,12,4.29,179,0.9766153846153847
33614825,Spacious yellow room in Brooklyn,208955733,Candace,Brooklyn,East Flatbush,Private room,90,1,10,3.75,365,0.5277777777777778
33618672,Beautiful Home in Heart of Brooklyn,17726658,T+Y+K+M,Brooklyn,East Flatbush,Entire home/apt,95,1,28,10.77,292,3.4690526315789474
33636410,The Sunshine Palace,236018119,Lucy,Queens,Queens Village,Entire home/apt,125,1,38,12.0,362,3.952
33639266,★ CLEAN/ELEGANT TWO BEDROOM APARTMENT ★,253504649,Nour,Manhattan,Upper East Side,Entire home/apt,289,5,15,4.89,146,0.3057093425605536
33639750,NiceA apt in trendy Brooklyn,253513520,Andres,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,10,3.57,206,0.3046666666666667
33642266,Lower East Side Gem,91783661,Robert,Manhattan,East Village,Entire home/apt,149,3,12,4.29,151,0.4260402684563759
33643309,Cozy private bedroom 15 min from Manhattan,149312408,Kateryna And Tim,Queens,Astoria,Private room,55,1,11,3.75,319,0.95
33643819,"Premier room in Downtown NY, Two Bridges,Chinatown",253552326,Grace,Manhattan,Chinatown,Private room,108,1,11,3.71,175,0.4797222222222222
33650996,"Cozy room in Downtown Manhattan, Two Bridges, Soho",253552326,Grace,Manhattan,Two Bridges,Private room,89,1,13,5.2,153,0.90561797752809
33653735,Clean and comfortable private room in NYC,27947449,Teya,Bronx,Parkchester,Private room,45,1,10,4.92,352,1.3155555555555556
33654019,1 Bedroom nestled in Bushwick/East Williamsburg,12351745,Gregory,Brooklyn,Bushwick,Entire home/apt,150,1,10,3.49,292,0.2993333333333334
33658071,"Bright, renovated apartment close to subway+city",3002017,Barblin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,10,5.36,262,0.48923076923076925
33658646,A Delightful Room,199833548,Syeda,Queens,Briarwood,Private room,50,1,11,3.79,342,1.0537999999999998
33659082,Home Away From Home at Mosholu pkwy,229929832,Ifeoluwa,Bronx,Norwood,Private room,51,1,10,4.76,271,1.1294117647058823
33660911,Stylish Designer 3 Bedroom Apartment,61084210,Nadine,Queens,Astoria,Entire home/apt,360,3,10,3.85,206,0.13472222222222222
33661269,"Comfort room in Downtown NY, Two Bridges,Chinatown",253552326,Grace,Manhattan,Chinatown,Private room,89,1,13,4.43,164,0.7931460674157303
33663100,5 ★ Stay in Manhattan (Cozy & Family Friendly),73212148,Shiko,Manhattan,Harlem,Private room,105,3,11,3.79,20,0.5018095238095238
33664163,A Living Room,199833548,Syeda,Queens,Briarwood,Shared room,30,1,10,4.05,361,1.6833333333333333
33666359,Private Entrance Spacious 5 BD Apartment Manhattan,197792014,Danny,Manhattan,Washington Heights,Entire home/apt,280,2,23,8.31,215,0.76475
33666607,Immaculate Private Bedroom & Bathroom (Room A),88171838,Kimi,Brooklyn,Bay Ridge,Private room,75,1,14,4.83,154,1.0882666666666667
33666721,ALEX SPACE #5,252819295,Alex,Queens,Richmond Hill,Shared room,58,1,12,4.14,180,1.063448275862069
33687439,"Vibrant area, bohemian vibe",211941129,Katarzyna,Brooklyn,Greenpoint,Private room,55,1,21,7.33,47,3.1805454545454546
33694628,Cozy apartment by Central Park,253906467,Erik,Manhattan,Hell's Kitchen,Shared room,60,1,14,4.62,349,1.3113333333333335
33694634,Cozy apartment by Central Park,253906467,Erik,Manhattan,Hell's Kitchen,Shared room,85,1,18,6.21,337,1.5268235294117647
33695141,Shared Room in Manhattan,253906467,Erik,Manhattan,Hell's Kitchen,Shared room,60,1,20,6.82,348,2.606666666666667
33710571,Very huge apartment in the heart of Williamsburg.,217498918,Mike,Brooklyn,Williamsburg,Entire home/apt,230,2,10,3.57,169,0.19869565217391305
33711101,Spacious private room in the heart of Astoria,10606171,Nicholas,Queens,Astoria,Private room,90,1,12,4.04,104,0.672
33711384,Sonder | Stock Exchange | Brilliant 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,236,2,10,3.7,319,0.19915254237288135
33711735,Sonder | Stock Exchange | Calming 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,229,2,11,4.52,341,0.26515283842794757
33714297,Cozy Room with Private Bath in Bay Ridge (Room B),88171838,Kimi,Brooklyn,Bay Ridge,Private room,75,1,16,5.27,134,1.3376
33715848,Massive Private rm Private Entrance HEART of Wb,171008642,Mona,Brooklyn,Williamsburg,Private room,120,2,14,4.83,18,0.6801666666666667
33716043,Comfortable Room near the center of Manhattan.,254150644,Eduardo,Manhattan,Washington Heights,Private room,60,2,16,5.78,216,1.808
33717001,Halsey Street  Commode,254159261,Sam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,15,6.52,37,1.128
33726859,Private bedroom in new and spacious apartment,60127679,Jason,Brooklyn,Bedford-Stuyvesant,Private room,65,1,20,6.59,23,2.3353846153846156
33735398,"Modern, Airy & Sunny Apt in Brownstone Brooklyn!",22736811,Lisa,Brooklyn,Bushwick,Entire home/apt,159,2,16,5.39,127,0.6430188679245282
33745352,温暖的双人房间,140630987,Jiali,Queens,Flushing,Private room,65,1,11,3.79,126,0.8106153846153846
33746075,A Pleasant Room,199833548,Syeda,Queens,Briarwood,Private room,50,1,10,3.37,357,0.8740000000000001
33746705,My home is open to everyone!,254382567,Vicente,Manhattan,Washington Heights,Private room,60,1,18,6.07,305,2.121
33749547,Private room in Mckibbin Lofts. Rooftop access,154080858,David,Brooklyn,Williamsburg,Private room,70,2,18,6.67,205,1.9722857142857144
33749769,HABITACIÓN COMPARTIDA PARA MUJERES AVENTURERAS!,223087887,Jess & Ana,Queens,Corona,Shared room,25,2,10,3.45,344,1.78
33752082,"Hotel-like Private Room, KING Bed 25 min NYC",48684597,David,Queens,Maspeth,Private room,50,1,19,8.03,165,3.4314
33769887,Private! Studio New Modern Close To JFK LGA NYC :),87156911,Alex,Queens,Ozone Park,Entire home/apt,100,1,15,5.84,326,1.026
33774081,"Fully furnished studio, 10 mins away from JFK.",146484191,Roy,Queens,Springfield Gardens,Entire home/apt,100,2,10,4.23,353,0.523
33774162,Shared room y Times Square,253906467,Erik,Manhattan,Hell's Kitchen,Shared room,85,1,12,4.09,349,0.7185882352941176
33778143,The Blue Room by LGA/Kennedy Airporst & NYC!,204733512,Aramis,Queens,East Elmhurst,Private room,45,3,13,5.42,80,1.8546666666666665
33779447,Amazing 1BR apartment in heart of Astoria,155902664,Pavel,Queens,Astoria,Entire home/apt,125,1,14,4.72,328,0.64064
33783445,MI CASA ES TÚ CASA,253118370,Mary,Queens,Flushing,Private room,53,1,23,8.73,161,4.222452830188679
33787433,3 Bedroom Spacious Apartment,251704655,Hamza,Bronx,Port Morris,Entire home/apt,115,2,11,4.46,6,0.5222608695652174
33787778,Uptown 1-bdr apartment. 2 stops to Times Sq!,222763653,Vaz,Manhattan,Morningside Heights,Entire home/apt,165,1,15,5.11,27,0.5554545454545455
33800856,Private 2A Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,Private room,110,1,10,3.53,270,0.4118181818181818
33808226,FURNISHED NEW STUDIO EAST VILLAGE/SOHO/BOWERY,226699782,Vijay,Manhattan,Lower East Side,Entire home/apt,120,2,10,5.88,87,0.5733333333333334
33810572,Shared Room and Exp Heart of Manhattan,253906467,Erik,Manhattan,Hell's Kitchen,Shared room,85,1,12,4.44,161,0.768
33812239,3 bedroom Apartment a few blocks from Union Square,34312950,Sam,Manhattan,East Village,Entire home/apt,290,2,10,4.29,254,0.18241379310344827
33823598,LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH,29349060,Ode,Queens,St. Albans,Private room,67,1,12,4.74,365,1.0280597014925372
33829538,Luxury 2 Bed 2 Full Bath Walk to Times Square,255414914,Stanley,Manhattan,Theater District,Entire home/apt,420,5,14,5.06,137,0.20199999999999999
33832840,"Beautiful, Cozy & Private Bedroom in Bushwick BKLN",11123552,Paola,Brooklyn,Bushwick,Private room,50,1,26,9.4,74,5.408
33833257,Huge Room In Lovely Apartment. 30 Min To Manhattan,255448841,Andrey,Brooklyn,Bedford-Stuyvesant,Private room,60,1,14,5.25,20,1.4583333333333333
33834873,Cutely designed room in Williamsburg apartment,22553147,Michael H.Y.,Brooklyn,Williamsburg,Private room,70,3,12,6.67,142,1.3148571428571427
33835470,"""The Grand Budapest"" room in Brooklyn!",255448841,Andrey,Brooklyn,Bedford-Stuyvesant,Private room,55,1,15,5.92,15,1.8872727272727272
33851532,Rooftop Terrace Penthouse 2 Bed Near Central Park,255440488,Jacob And Michelle,Manhattan,Hell's Kitchen,Entire home/apt,420,5,10,4.48,130,0.1304761904761905
33854066,Birdman movie Room in Brooklyn.30 Min to Manhattan,255448841,Andrey,Brooklyn,Bedford-Stuyvesant,Private room,55,1,15,5.49,20,1.7700000000000002
33873570,Lexi's Global  Retreat in Flatbush! (New Host!!),255787023,Anderson,Brooklyn,East Flatbush,Private room,125,1,11,4.58,29,0.49104000000000003
33877682,Huge private room in convenient south Brooklyn,2640420,Laurin,Brooklyn,Gowanus,Private room,99,1,20,10.17,1,2.2565656565656567
33877798,NYC High End Upper East Side Central Park Gem Home,147675745,Freda,Manhattan,Upper East Side,Entire home/apt,151,1,30,11.25,42,2.433774834437086
33880238,Putnam Townhome,18007143,Dwayne,Brooklyn,Bedford-Stuyvesant,Private room,57,2,12,4.93,51,1.2484210526315789
33880913,Perfect Midtown East 1 Bed Just One Flight Stairs,255853430,William,Manhattan,Midtown,Entire home/apt,200,5,12,5.63,127,0.3978
33884341,Sunny Private Room close to Manhattan(Blue),255890676,Hok Thu,Brooklyn,Bushwick,Private room,66,2,11,4.23,147,0.8716666666666667
33885227,Sunny Private Room close to Manhattan(Yellow),255899465,Long,Brooklyn,Bushwick,Private room,63,2,10,3.85,127,0.7698412698412699
33896459,Luxurious 2BR Midtown Manhattan Perfect Location Fantastic views,255433680,Jiaming,Manhattan,Hell's Kitchen,Entire home/apt,360,2,13,4.94,251,0.2145
33901138,Location! Room in Bklyn 10 minutes to Manhattan B3,188015014,Bela & Gui,Brooklyn,Bedford-Stuyvesant,Private room,81,2,10,4.17,121,0.6382716049382716
33902284,Location! Room in Bklyn 10 minutes to Manhattan U1,188015014,Bela & Gui,Brooklyn,Bedford-Stuyvesant,Private room,81,2,13,4.87,164,0.9420987654320988
33907325,TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,211136294,Sharon & Erika,Bronx,Schuylerville,Private room,60,1,20,7.59,343,2.8633333333333337
33908256,Bright & designed apartment in Brooklyn,254795926,David,Brooklyn,Crown Heights,Entire home/apt,120,2,14,5.6,298,0.7699999999999999
33909064,Clinton Hill/Bed Stuy Artist Retreat,8859112,Navin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189,3,10,3.66,349,0.24656084656084656
